field_id,airtable_field_name,value,value_type,allowed_options_if_any,confidence,source_url,source_date,notes
procurementServices,procurementServices,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
procurementServicesOther,procurementServicesOther,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
hrTrainingServices,hrTrainingServices,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
hrTrainingServicesOther,hrTrainingServicesOther,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
technologyServices,technologyServices,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
technologyServicesOther,technologyServicesOther,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
designRenovationSupport,designRenovationSupport,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
designRenovationSupportOther,designRenovationSupportOther,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
developmentServices,developmentServices,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
developmentServicesOther,developmentServicesOther,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
serviceDifferentiators,serviceDifferentiators,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Infrastructure & Data; verdict=Review; was_empty
risk_programs_narrative,risk_programs_narrative,"Our programs cover life safety, security, business continuity, insurance compliance, and crisis communications, scaled to asset type and location. Regional leadership coordinates with property teams, brands, and local counsel so responses are timely, documented, and appropriate to the ownership and lender context.",text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Risk & Compliance; verdict=Change; was_empty
risk_signal_audit,risk_signal_audit,Not Measured / N/A,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Risk & Compliance; verdict=Keep; had_value
risk_signal_bcp,risk_signal_bcp,Not Measured / N/A,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Risk & Compliance; verdict=Keep; had_value
risk_signal_control,risk_signal_control,Not Measured / N/A,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Risk & Compliance; verdict=Keep; had_value
risk_signal_insurance,risk_signal_insurance,Not Measured / N/A,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Risk & Compliance; verdict=Keep; had_value
totalEmployees,totalEmployees,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
avgExperience,avgExperience,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
regionalTeams,regionalTeams,Local leadership pods supported by a regional CALA team and parent-company platform,text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Change; had_value
mkt_signal_fte,mkt_signal_fte,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
certifications,certifications,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
displayLeadershipOnExplorer,displayLeadershipOnExplorer,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
lead_narrative_model,lead_narrative_model,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
lead_narrative_resilience,lead_narrative_resilience,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
lead_narrative_functional,lead_narrative_functional,"Marriott #1 Top Performing Hotel Management Company based on Intent to Recommend scores (2024, 2025)
Marriott Global Design Best Project Award | Courtyard, Nanaimo, BC (2024)
J.W. Marriott, Jr Guest Experience Award (2023)
Marriott Autograph Collection Hotel of the Year | The Farnam, Omaha, NE (2021, 2023)
Marriott Spirit to Serve Award (2012, 2014)
Hilton Connie Award | The Sound Hotel, Seattle, WA (2021, 2023)
IHG Spirit of True Hospitality Award | Holiday Inn Express, Akron, OH (2023)",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Keep; had_value
lead_narrative_regional,lead_narrative_regional,Public materials emphasize deep investment in local leadership and purpose-built regional infrastructure. The leadership model appears centered on a president for CALA plus supporting operations and development roles.,text,,High,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Change; had_value
lead_functions_selected,lead_functions_selected,"Operations, Commercial & Revenue, Finance, People & Culture, Development & Growth, Legal & Compliance, Technology & Data, Asset Management, Brand & Marketing, Risk & Internal Controls",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Keep; had_value
exec_1_name,exec_1_name,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_1_title,exec_1_title,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_1_role,exec_1_role,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_1_summary,exec_1_summary,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_1_bio,exec_1_bio,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_1_headshot,exec_1_headshot,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_2_name,exec_2_name,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_2_title,exec_2_title,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_2_role,exec_2_role,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_2_summary,exec_2_summary,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_2_bio,exec_2_bio,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_2_headshot,exec_2_headshot,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_3_name,exec_3_name,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_3_title,exec_3_title,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_3_role,exec_3_role,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_3_summary,exec_3_summary,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_3_bio,exec_3_bio,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_3_headshot,exec_3_headshot,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_4_name,exec_4_name,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_4_title,exec_4_title,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_4_role,exec_4_role,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_4_summary,exec_4_summary,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_4_bio,exec_4_bio,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_4_headshot,exec_4_headshot,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_5_name,exec_5_name,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_5_title,exec_5_title,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_5_role,exec_5_role,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_5_summary,exec_5_summary,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_5_bio,exec_5_bio,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_5_headshot,exec_5_headshot,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_6_name,exec_6_name,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_6_title,exec_6_title,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_6_role,exec_6_role,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_6_summary,exec_6_summary,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_6_bio,exec_6_bio,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
exec_6_headshot,exec_6_headshot,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
lead_signal_tenure,lead_signal_tenure,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
lead_signal_crossbrand,lead_signal_crossbrand,High,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Keep; had_value
lead_signal_succession,lead_signal_succession,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Review; was_empty
lead_signal_density,lead_signal_density,High,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Leadership & Team; verdict=Keep; had_value
bf_operating_situations,bf_operating_situations,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
bf_not_ideal_for,bf_not_ideal_for,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
bf_selected_asset_types,bf_selected_asset_types,"Low-Rise, Mid-Rise, Mixed-Use, Podium / Tower, Historic / Renovated, Resort-Style Compound",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
bf_selected_situation_types,bf_selected_situation_types,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
bf_selected_deal_structures,bf_selected_deal_structures,"Third-Party Management (Franchised Brand), Third-Party Management (Independent / Soft Brand)",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
bf_signal_dealsize,bf_signal_dealsize,Not Measured / N/A,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
bf_signal_transition,bf_signal_transition,High,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
bf_signal_governance,bf_signal_governance,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
bf_signal_capital,bf_signal_capital,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
idealProjectTypes,idealProjectTypes,"New Build, Conversion / Reflag",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
idealBuildingTypes,idealBuildingTypes,"Low-Rise, Mid-Rise, Mixed-Use, Podium / Tower, Historic / Renovated, Resort-Style Compound",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
idealAgreementTypes,idealAgreementTypes,"Third-Party Management (Franchised Brand), Third-Party Management (Independent / Soft Brand)",text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
projectStage,projectStage,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
idealRoomCountMin,idealRoomCountMin,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
idealRoomCountMax,idealRoomCountMax,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
idealProjectSizeMin,idealProjectSizeMin,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
idealProjectSizeMax,idealProjectSizeMax,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
minLeadTimeMonths,minLeadTimeMonths,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
preferredOwnerType,preferredOwnerType,Private equity / fund,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
coBrandingAllowed,coBrandingAllowed,Case-by-case,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
brandedResidencesAllowed,brandedResidencesAllowed,Case-by-case,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
mixedUseAllowed,mixedUseAllowed,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
priorityMarkets,priorityMarkets,Latin America (Broad),text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
marketsToAvoid,marketsToAvoid,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
priorityMarketsOther,priorityMarketsOther,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
marketsToAvoidOther,marketsToAvoidOther,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
marketExpansionComfort,marketExpansionComfort,High,text,,Verified,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Keep; had_value
marketExpansionRampTimeMonths,marketExpansionRampTimeMonths,"Choose values that match the CALA deals you pursue (e.g., resort/lifestyle vs urban gateway; franchised vs independent; realistic milestone timing from sourcing through opening). Use “Not Measured / N/A” on signals until you have a defensible benchmark.",text,,Inferred,https://www.hotelequities.com/cala.htm,2026-05-27,tab=Best Fit & Preferences; verdict=Review; was_empty
