tab,fieldName,label,verdict,currentAnswer,suggestedCopyPaste
Infrastructure & Data,infra_signal_adoption,System Adoption (Portfolio) * Portfolio-wide adoption of core systems—pick the closest band.,Change,Not Measured / N/A,Not Measured / N/A
Infrastructure & Data,infra_signal_refresh,Data Refresh Cadence * How often key operational or owner-facing data refreshes—pick the closest pattern.,Change,Not Measured / N/A,Not Measured / N/A
Infrastructure & Data,primaryPMS,primaryPMS,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,revenueManagementSystem,revenueManagementSystem,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,accountingSystem,accountingSystem,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,guestCommunication,guestCommunication,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,mobileCheckin,mobileCheckin,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,ownerPortal,ownerPortal,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,analyticsPlatform,analyticsPlatform,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,apiIntegrations,apiIntegrations,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,revenueManagementServices,revenueManagementServices,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,revenueManagementOther,revenueManagementOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,salesMarketingSupport,salesMarketingSupport,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,salesMarketingOther,salesMarketingOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,accountingReporting,accountingReporting,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,accountingReportingOther,accountingReportingOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,procurementServices,procurementServices,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,procurementServicesOther,procurementServicesOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,hrTrainingServices,hrTrainingServices,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,hrTrainingServicesOther,hrTrainingServicesOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,technologyServices,technologyServices,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,technologyServicesOther,technologyServicesOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,designRenovationSupport,designRenovationSupport,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,designRenovationSupportOther,designRenovationSupportOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,developmentServices,developmentServices,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,developmentServicesOther,developmentServicesOther,Keep,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.,Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Infrastructure & Data,serviceDifferentiators,serviceDifferentiators,Review,(empty),Systems vary by brand and asset—state brand-dependent stacks. Summarize owner reporting cadence and secure channels without inventing vendor names.
Risk & Compliance,risk_programs_narrative,"Risk & Compliance Programs (Optional) Max 500 characters. Emergency readiness, continuity, certifications, controls, recovery—bullet or short sentences.",Keep,"ALM highlights accountability, owner alignment, and disciplined execution with long-term value orientation. Formal risk controls are not quantified in the deck; governance emphasis is operational rigor and transparency.","ALM highlights accountability, owner alignment, and disciplined execution with long-term value orientation. Formal risk controls are not quantified in the deck; governance emphasis is operational rigor and transparency."
Risk & Compliance,risk_signal_audit,Audit Pass Consistency * Typical or minimum audit pass rate band—pick the closest match.,Change,Not Measured / N/A,Not Measured / N/A
Risk & Compliance,risk_signal_bcp,Business Continuity Plan Test Frequency * How often you exercise business continuity plans—pick the closest cadence.,Change,Not Measured / N/A,Not Measured / N/A
Risk & Compliance,risk_signal_control,Control Closure Rate * Share of findings closed on time or within cycle—pick the closest band.,Change,Not Measured / N/A,Not Measured / N/A
Risk & Compliance,risk_signal_insurance,Insurance Adequacy Review * How often coverage and limits are reviewed—pick the closest cadence.,Change,Not Measured / N/A,Not Measured / N/A
Leadership & Team,totalEmployees,totalEmployees,Keep,1500,1500
Leadership & Team,avgExperience,avgExperience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,regionalTeams,regionalTeams,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,mkt_signal_fte,mkt_signal_fte,Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,certifications,certifications,Keep,GPTW track-record mentioned for HR leadership programs; property/brand-specific certifications vary by asset.,GPTW track-record mentioned for HR leadership programs; property/brand-specific certifications vary by asset.
Leadership & Team,displayLeadershipOnExplorer,Show leadership team and executive cards on your public profile,Change,(empty),true
Leadership & Team,lead_narrative_model,"Leadership Model * Describe leadership structure (e.g., centralized vs regional), reporting lines, and decision ownership. Use 2–4 short bullets or sentences. Max 500 characters.",Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_narrative_resilience,"Platform Resilience * Explain continuity strength: succession depth, backup coverage, and how key roles are protected during transitions. Max 500 characters.",Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_narrative_functional,"Industry Recognition * List notable awards, certifications, and industry recognitions (one per line). Include awarding body and year when possible. Max 500 characters.",Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_narrative_regional,Regional Coverage * List regions/market clusters with active leadership coverage (one per line). Include priority markets if relevant. Max 500 characters.,Change,Mexico Caribbean (developing) Latin America (Broad),"Mexico
Caribbean (developing)
Latin America (Broad)"
Leadership & Team,lead_avg_hospitality_experience,Avg. hospitality experience (snapshot KPI),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,lead_functions_selected,Executive Functions Covered * Select all that apply. The count below is derived automatically—no need to type a number.,Keep,"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City.","Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_name,Name * Full name as it should appear on the card.,Change,(empty),Vamsi Bonthala
Leadership & Team,exec_1_title,Title * Primary job title (one line).,Change,(empty),"Chief Executive Officer, Arbor Lodging Partners"
Leadership & Team,exec_1_role,Role Line * Subtitle: function · region or scope (helps scanning).,Change,(empty),Enterprise · Investment & strategy
Leadership & Team,exec_1_summary,Card Summary * 2–3 sentences for the card front (max 500 characters). Do not repeat the title or role line above—the Explorer card shows those separately.,Change,(empty),"Co-founded Arbor Lodging; leads vertically integrated strategy across investment, management, and CALA expansion priorities."
Leadership & Team,exec_1_bio,Executive Bio (Hover) * Longer paragraph for hover/detail (max 600 characters). Do not repeat the title or role line—focus on career highlights and owner-relevant impact.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_hospitality_experience_years,Hospitality Experience (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_company_tenure_years,Company Tenure (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_prior_background,Prior Background,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_languages,Languages,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_market_experience,Market Experience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_core_expertise,Core Expertise,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_relevant_asset_types,Relevant Asset Types,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_1_headshot,exec_1_headshot,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_name,Name * Full name as it should appear on the card.,Change,(empty),Christian Hutchinson
Leadership & Team,exec_2_title,Title * Primary job title (one line).,Change,(empty),"Director of Business Development, CALA"
Leadership & Team,exec_2_role,Role Line * Subtitle: function · region or scope (helps scanning).,Change,(empty),CALA · Development & third-party growth
Leadership & Team,exec_2_summary,Card Summary * 2–3 sentences for the card front (max 500 characters). Do not repeat the title or role line above—the Explorer card shows those separately.,Change,(empty),Leads CALA business development from Mexico City; hospitality development and feasibility background across U.S. and CALA.
Leadership & Team,exec_2_bio,Executive Bio (Hover) * Longer paragraph for hover/detail (max 600 characters). Do not repeat the title or role line—focus on career highlights and owner-relevant impact.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_hospitality_experience_years,Hospitality Experience (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_company_tenure_years,Company Tenure (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_prior_background,Prior Background,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_languages,Languages,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_market_experience,Market Experience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_core_expertise,Core Expertise,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_relevant_asset_types,Relevant Asset Types,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_2_headshot,exec_2_headshot,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_name,Name * Full name as it should appear on the card.,Change,(empty),Neil DeGuia
Leadership & Team,exec_3_title,Title * Primary job title (one line).,Change,(empty),Senior Operations Leadership (Third-Party)
Leadership & Team,exec_3_role,Role Line * Subtitle: function · region or scope (helps scanning).,Change,(empty),Operations · Brand execution
Leadership & Team,exec_3_summary,Card Summary * 2–3 sentences for the card front (max 500 characters). Do not repeat the title or role line above—the Explorer card shows those separately.,Change,(empty),Strengthens third-party operating execution; prior Aimbridge senior operations leadership—supports owner and brand accountability on managed assets.
Leadership & Team,exec_3_bio,Executive Bio (Hover) * Longer paragraph for hover/detail (max 600 characters). Do not repeat the title or role line—focus on career highlights and owner-relevant impact.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_hospitality_experience_years,Hospitality Experience (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_company_tenure_years,Company Tenure (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_prior_background,Prior Background,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_languages,Languages,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_market_experience,Market Experience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_core_expertise,Core Expertise,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_relevant_asset_types,Relevant Asset Types,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_3_headshot,exec_3_headshot,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_name,Name * Full name as it should appear on the card.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_title,Title * Primary job title (one line).,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_role,Role Line * Subtitle: function · region or scope (helps scanning).,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_summary,Card Summary * 2–3 sentences for the card front (max 500 characters). Do not repeat the title or role line above—the Explorer card shows those separately.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_bio,Executive Bio (Hover) * Longer paragraph for hover/detail (max 600 characters). Do not repeat the title or role line—focus on career highlights and owner-relevant impact.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_hospitality_experience_years,Hospitality Experience (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_company_tenure_years,Company Tenure (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_prior_background,Prior Background,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_languages,Languages,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_market_experience,Market Experience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_core_expertise,Core Expertise,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_relevant_asset_types,Relevant Asset Types,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_4_headshot,exec_4_headshot,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_name,Name * Full name as it should appear on the card.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_title,Title * Primary job title (one line).,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_role,Role Line * Subtitle: function · region or scope (helps scanning).,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_summary,Card Summary * 2–3 sentences for the card front (max 500 characters). Do not repeat the title or role line above—the Explorer card shows those separately.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_bio,Executive Bio (Hover) * Longer paragraph for hover/detail (max 600 characters). Do not repeat the title or role line—focus on career highlights and owner-relevant impact.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_hospitality_experience_years,Hospitality Experience (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_company_tenure_years,Company Tenure (Years),Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_prior_background,Prior Background,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_languages,Languages,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_market_experience,Market Experience,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_core_expertise,Core Expertise,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_relevant_asset_types,Relevant Asset Types,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_5_headshot,exec_5_headshot,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_name,Name * Full name as it should appear on the card.,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_title,Title * Primary job title (one line).,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
Leadership & Team,exec_6_role,Role Line * Subtitle: function · region or scope (helps scanning).,Review,(empty),"Mirror CALA leadership from Leadership Team Members: Vamsi Bonthala (CEO), Sheenal Patel (co-founder), Christian Hutchinson (Director BD, CALA), Neil DeGuia (operations leadership), and regional functional leads in Mexico City."
