operator_master_record_id,operator_name,my_operator_tab,form_field_key,airtable_table,airtable_field_name,value_type,allowed_options,displayed_in_operator_explorer,operator_explorer_section,field_purpose,example_value_for_template,current_value_in_system,suggested_value_verdict,where_to_enter,canonical_writer_mapped,coverage_status,notes
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_kpi_exec,"Operator Setup - Governance, Delivery & Diligence",infra_kpi_exec,text,,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_kpi_tools,"Operator Setup - Governance, Delivery & Diligence",infra_kpi_tools,number,,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_asset_management_reporting,"Operator Setup - Governance, Delivery & Diligence",infra_asset_management_reporting,text,,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_systems_technology,"Operator Setup - Governance, Delivery & Diligence",infra_systems_technology,text,,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,systems_inventory_lines,"Operator Setup - Governance, Delivery & Diligence",systems_inventory_lines,text,,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Partial Explorer visibility (Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data).,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_signal_uptime,"Operator Setup - Governance, Delivery & Diligence",infra_signal_uptime,single_select,Not Measured / N/A | 99.99%+ | 99.9%+ | 99.5–99.89% | 99.0–99.49% | 98.0–98.9% | Below 98% | Varies by system,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,Not Measured / N/A,Not Measured / N/A,Keep,Infrastructure & Data,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_signal_incident,"Operator Setup - Governance, Delivery & Diligence",infra_signal_incident,single_select,Not Measured / N/A | <15 min | <30 min | <1 hour | <2 hours | <4 hours | <24 hours | Tiered / Varies,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,Not Measured / N/A,Not Measured / N/A,Keep,Infrastructure & Data,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_signal_adoption,"Operator Setup - Governance, Delivery & Diligence",infra_signal_adoption,single_select,Not Measured / N/A | 95%+ | 90–94% | 85–89% | 80–84% | 70–79% | Below 70%,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,Not Measured / N/A,Not Measured / N/A,Keep,Infrastructure & Data,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,infra_signal_refresh,"Operator Setup - Governance, Delivery & Diligence",infra_signal_refresh,single_select,Not Measured / N/A | Real-time | Hourly | Daily | Daily + Weekly | Weekly | Monthly | Varies,Partial,Legacy tab: Infrastructure & Data | Tab: Infrastructure & Data,Technology & infrastructure story or KPI on Explorer Infrastructure section.,Daily + Weekly,Daily + Weekly,Keep,Infrastructure & Data,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,primaryPMS,"Operator Setup - Governance, Delivery & Diligence",primaryPMS,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,revenueManagementSystem,"Operator Setup - Governance, Delivery & Diligence",revenueManagementSystem,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,accountingSystem,"Operator Setup - Governance, Delivery & Diligence",accountingSystem,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,guestCommunication,"Operator Setup - Governance, Delivery & Diligence",guestCommunication,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,mobileCheckin,"Operator Setup - Governance, Delivery & Diligence",mobileCheckin,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,ownerPortal,"Operator Setup - Governance, Delivery & Diligence",ownerPortal,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,analyticsPlatform,"Operator Setup - Governance, Delivery & Diligence",analyticsPlatform,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,apiIntegrations,"Operator Setup - Governance, Delivery & Diligence",apiIntegrations,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,revenueManagementServices,(orphan),revenueManagementServices,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,revenueManagementOther,(orphan),revenueManagementOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,salesMarketingSupport,(orphan),salesMarketingSupport,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,salesMarketingOther,(orphan),salesMarketingOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,accountingReporting,(orphan),accountingReporting,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,accountingReportingOther,(orphan),accountingReportingOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,procurementServices,(orphan),procurementServices,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,procurementServicesOther,(orphan),procurementServicesOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,hrTrainingServices,(orphan),hrTrainingServices,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,hrTrainingServicesOther,(orphan),hrTrainingServicesOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,technologyServices,(orphan),technologyServices,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,technologyServicesOther,(orphan),technologyServicesOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,designRenovationSupport,(orphan),designRenovationSupport,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,designRenovationSupportOther,(orphan),designRenovationSupportOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,developmentServices,(orphan),developmentServices,multi_select,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,developmentServicesOther,(orphan),developmentServicesOther,text,,No,—,My Operator intake (Infrastructure & Data); Orphan form — map to schema or remove.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Infrastructure & Data,serviceDifferentiators,"Operator Setup - Governance, Delivery & Diligence",serviceDifferentiators,text,,No,—,My Operator intake (Infrastructure & Data); Phase Setup UI + B2 writer mapping.,"Where systems vary by brand, state “Brand-dependent by asset” and list examples only when accurate. Summarize owner reporting (cadence + secure channels) without inventing vendor names.",,Review,Infrastructure & Data,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Risk & Compliance,risk_programs_narrative,"Operator Setup - Governance, Delivery & Diligence",risk_programs_narrative,text,,Partial,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG","Partial Explorer visibility (Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG).","Our programs cover life safety, security, business continuity, insurance compliance, and crisis communications, scaled to asset type and location. Regional leadership coordinates with property teams, brands, and local counsel so responses are timely, documented, and appropriate to the ownership and lender context.",,Change,Risk & Compliance,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Risk & Compliance,risk_signal_audit,"Operator Setup - Governance, Delivery & Diligence",risk_signal_audit,single_select,Not Measured / N/A | Below 85% | 85–89% | 90–94% | 95%+ | 99%+,Partial,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG","Partial Explorer visibility (Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG).",Not Measured / N/A,Not Measured / N/A,Keep,Risk & Compliance,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Risk & Compliance,risk_signal_bcp,"Operator Setup - Governance, Delivery & Diligence",risk_signal_bcp,single_select,Not Measured / N/A | Monthly | Quarterly | Semi-Annual | Annual | Every 2+ Years | Ad hoc / event-driven,Partial,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG","Partial Explorer visibility (Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG).",Not Measured / N/A,Not Measured / N/A,Keep,Risk & Compliance,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Risk & Compliance,risk_signal_control,"Operator Setup - Governance, Delivery & Diligence",risk_signal_control,single_select,Not Measured / N/A | 95%+ closed on time | 90–94% closed on time | 80–89% closed on time | 70–79% closed on time | Below 70%,Partial,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG","Partial Explorer visibility (Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG).",Not Measured / N/A,Not Measured / N/A,Keep,Risk & Compliance,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Risk & Compliance,risk_signal_insurance,"Operator Setup - Governance, Delivery & Diligence",risk_signal_insurance,single_select,Not Measured / N/A | Monthly | Quarterly | Semi-Annual | Annual | Biennial | As needed / event-driven,Partial,"Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG","Partial Explorer visibility (Legacy tab: Risk, Compliance & ESG | Tab: Risk, Compliance & ESG).",Not Measured / N/A,Not Measured / N/A,Keep,Risk & Compliance,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,totalEmployees,"Operator Setup - Governance, Delivery & Diligence",totalEmployees,text,,No,—,My Operator intake (Leadership & Team); Phase B2 — extend new-base writer.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,no,Legacy Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,avgExperience,"Operator Setup - Governance, Delivery & Diligence",avgExperience,text,,No,—,My Operator intake (Leadership & Team); Phase B2 — extend new-base writer.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,no,Legacy Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,regionalTeams,"Operator Setup - Governance, Delivery & Diligence",regionalTeams,text,,No,—,My Operator intake (Leadership & Team); Phase B2 — extend new-base writer.,Local leadership pods supported by a regional CALA team and parent-company platform,1,Change,Leadership & Team,no,Legacy Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,mkt_signal_fte,"Operator Setup - Governance, Delivery & Diligence",mkt_signal_fte,single_select,,Partial,Legacy tab: Markets & Footprint | Tab: Markets & Footprint,Markets & footprint metrics or narrative on Explorer Markets section.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,certifications,"Operator Setup - Governance, Delivery & Diligence",certifications,text,,No,—,My Operator intake (Leadership & Team); Phase B2 — extend new-base writer.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,no,Legacy Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,displayLeadershipOnExplorer,(orphan),displayLeadershipOnExplorer,text,,No,—,My Operator intake (Leadership & Team); Orphan form — map to schema or remove.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_narrative_model,"Operator Setup - Governance, Delivery & Diligence",lead_narrative_model,text,,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_narrative_resilience,"Operator Setup - Governance, Delivery & Diligence",lead_narrative_resilience,text,,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_narrative_functional,"Operator Setup - Governance, Delivery & Diligence",lead_narrative_functional,text,,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,"Marriott #1 Top Performing Hotel Management Company based on Intent to Recommend scores (2024, 2025)
Marriott Global Design Best Project Award | Courtyard, Nanaimo, BC (2024)
J.W. Marriott, Jr Guest Experience Award (2023)
Marriott Autograph Collection Hotel of the Year | The Farnam, Omaha, NE (2021, 2023)
Marriott Spirit to Serve Award (2012, 2014)
Hilton Connie Award | The Sound Hotel, Seattle, WA (2021, 2023)
IHG Spirit of True Hospitality Award | Holiday Inn Express, Akron, OH (2023)","Marriott #1 Top Performing Hotel Management Company based on Intent to Recommend scores (2024, 2025) Marriott Global Design Best Project Award | Courtyard, Nanaimo, BC (2024) J.W. Marriott, Jr Guest Experience Award (2023) Marriott Autograph Collection Hotel of the Year | The Farnam, Omaha, NE (2021, 2023) Marriott Spirit to Serve Award (2012, 2014) Hilton Connie Award | The Sound Hotel, Seattle, WA (2021, 2023) IHG Spirit of True Hospitality Award | Holiday Inn Express, Akron, OH (2023)",Keep,Leadership & Team,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_narrative_regional,"Operator Setup - Governance, Delivery & Diligence",lead_narrative_regional,text,,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,Public materials emphasize deep investment in local leadership and purpose-built regional infrastructure. The leadership model appears centered on a president for CALA plus supporting operations and development roles.,,Change,Leadership & Team,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_functions_selected,"Operator Setup - Governance, Delivery & Diligence",lead_functions_selected,multi_select,Operations | Commercial & Revenue | Finance | People & Culture | Development & Growth | Legal & Compliance | Technology & Data | Asset Management | Brand & Marketing | Risk & Internal Controls,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,"Operations, Commercial & Revenue, Finance, People & Culture, Development & Growth, Legal & Compliance, Technology & Data, Asset Management, Brand & Marketing, Risk & Internal Controls","Operations, Commercial & Revenue, Finance, People & Culture, Development & Growth, Legal & Compliance, Technology & Data, Asset Management, Brand & Marketing, Risk & Internal Controls",Keep,Leadership & Team,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_1_name,,exec_1_name,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_1_title,,exec_1_title,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_1_role,,exec_1_role,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_1_summary,,exec_1_summary,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_1_bio,,exec_1_bio,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_1_headshot,,exec_1_headshot,attachment_url,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_2_name,,exec_2_name,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_2_title,,exec_2_title,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_2_role,,exec_2_role,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_2_summary,,exec_2_summary,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_2_bio,,exec_2_bio,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
