Airtable Table,Airtable Field,Airtable Field Type,Live Options,Operator Setup UI Tab,Operator Setup Form Field Name,OAS Injected?,New-Base Writer Mapped?,Legacy Writer Mapped?,Child Table / JSON Payload?,Operator Explorer Section / Tab,Displayed in Operator Explorer?,Explorer Display Source,Used by OAS?,Used by Operator Strategy?,System / Derived / Admin-only?,Coverage Status,Risk Level,Recommended Action
Operator Setup - Commercial Fit & Terms,ownerEducation,singleSelect,,5. Owner Value & Engagement,ownerEducation,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,industryRecognition,multilineText,,5. Owner Value & Engagement,industryRecognition,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
Operator Setup - Commercial Fit & Terms,lenderReferences,singleSelect,,5. Owner Value & Engagement,lenderReferences,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
Operator Setup - Commercial Fit & Terms,majorLenders,multilineText,,5. Owner Value & Engagement,majorLenders,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
Operator Setup - Commercial Fit & Terms,specializations,multilineText,,5. Owner Value & Engagement,specializations,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
Operator Setup - Commercial Fit & Terms,ownerPortalFeatures,multilineText,,5. Owner Value & Engagement,ownerPortalFeatures,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,additionalNotes,multilineText,,5. Owner Value & Engagement,additionalNotes,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
Operator Setup - Commercial Fit & Terms,bf_operating_situations,multilineText,,9. Best Fit & Preferences,bf_operating_situations,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_not_ideal_for,multilineText,,9. Best Fit & Preferences,bf_not_ideal_for,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_selected_asset_types,multipleSelects,Low-Rise | Mid-Rise | Mixed-Use | Podium / Tower | Historic / Renovated | Resort-Style Compound,9. Best Fit & Preferences,bf_selected_asset_types,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_q_assets,singleLineText,,,bf_q_assets,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_selected_situation_types,multipleSelects,Land Under Control Only | Entitlements in Process | Fully Entitled | Under Construction | Stabilized Operating Asset,9. Best Fit & Preferences,bf_selected_situation_types,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_q_situations,singleLineText,,,bf_q_situations,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_selected_deal_structures,multipleSelects,Third-Party Management (Franchised Brand) | Third-Party Management (Independent / Soft Brand) | Hybrid / Operating Lease Structure | Joint Venture / Equity,9. Best Fit & Preferences,bf_selected_deal_structures,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_q_deals,singleLineText,,,bf_q_deals,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_signal_dealsize,singleSelect,Not Measured / N/A | Single asset / small cluster | Mid portfolio (~100–500 keys) | Large portfolio (500+ keys) | Multi-region / institutional,9. Best Fit & Preferences,bf_signal_dealsize,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_signal_transition,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,9. Best Fit & Preferences,bf_signal_transition,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_signal_governance,singleLineText,,9. Best Fit & Preferences,bf_signal_governance,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,bf_signal_capital,singleLineText,,9. Best Fit & Preferences,bf_signal_capital,No,Yes,No,No,Legacy tab: Project Fit & Deal Profile | Tab: Project Fit & Deal Profile,Partial,Legacy Explorer tab: Project Fit & Deal Profile,Yes,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,idealProjectTypes,multipleSelects,,9. Best Fit & Preferences,idealProjectTypes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealBuildingTypes,multipleSelects,,9. Best Fit & Preferences,idealBuildingTypes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealAgreementTypes,multipleSelects,,9. Best Fit & Preferences,idealAgreementTypes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,projectStage,multipleSelects,,9. Best Fit & Preferences,projectStage,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,preferredOwnerType,singleSelect,,9. Best Fit & Preferences,preferredOwnerType,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,coBrandingAllowed,singleSelect,,9. Best Fit & Preferences,coBrandingAllowed,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,brandedResidencesAllowed,singleSelect,,9. Best Fit & Preferences,brandedResidencesAllowed,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,mixedUseAllowed,singleSelect,,9. Best Fit & Preferences,mixedUseAllowed,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,priorityMarkets,multipleSelects,,9. Best Fit & Preferences,priorityMarkets,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,marketsToAvoid,multipleSelects,,9. Best Fit & Preferences,marketsToAvoid,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,priorityMarketsOther,singleLineText,,9. Best Fit & Preferences,priorityMarketsOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,marketsToAvoidOther,singleLineText,,9. Best Fit & Preferences,marketsToAvoidOther,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,marketExpansionComfort,singleSelect,,9. Best Fit & Preferences,marketExpansionComfort,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,dateFlexibility,singleSelect,,9. Best Fit & Preferences,dateFlexibility,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,brandStatus,multipleSelects,,9. Best Fit & Preferences,brandStatus,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,pipRepositioningDetails,multilineText,,9. Best Fit & Preferences,pipRepositioningDetails,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerHotelExperience,multipleSelects,,9. Best Fit & Preferences,ownerHotelExperience,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerInvolvementLevel,multipleSelects,,9. Best Fit & Preferences,ownerInvolvementLevel,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerNonNegotiableTypes,multipleSelects,,9. Best Fit & Preferences,ownerNonNegotiableTypes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerNonNegotiableOther,singleLineText,,9. Best Fit & Preferences,ownerNonNegotiableOther,No,Yes,No,No,—,No,Not an Explorer consumer field,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,ownerNonNegotiables,multilineText,,9. Best Fit & Preferences,ownerNonNegotiables,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,feeExpectationVsMarket,multipleSelects,,9. Best Fit & Preferences,feeExpectationVsMarket,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,capexSupport,multilineText,,9. Best Fit & Preferences,capexSupport,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,exitHorizon,multipleSelects,,9. Best Fit & Preferences,exitHorizon,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,knownRedFlags,multilineText,,9. Best Fit & Preferences,knownRedFlags,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,esgExpectations,multilineText,,9. Best Fit & Preferences,esgExpectations,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealProjectsAdditionalNotes,multilineText,,9. Best Fit & Preferences,idealProjectsAdditionalNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,minInitialTermQty,singleLineText,,10. Deal Terms,minInitialTermQty,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,minInitialTermLength,singleLineText,,10. Deal Terms,minInitialTermLength,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,minInitialTermDuration,singleSelect,,10. Deal Terms,minInitialTermDuration,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalOptionQty,singleLineText,,10. Deal Terms,renewalOptionQty,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalOptionLength,singleLineText,,10. Deal Terms,renewalOptionLength,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalOptionDuration,singleSelect,,10. Deal Terms,renewalOptionDuration,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalNoticeQty,singleLineText,,10. Deal Terms,renewalNoticeQty,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalNoticeDuration,singleSelect,,10. Deal Terms,renewalNoticeDuration,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalStructure,singleSelect,,10. Deal Terms,renewalStructure,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalNoticeResponsibility,singleSelect,,10. Deal Terms,renewalNoticeResponsibility,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalConditions,multilineText,,10. Deal Terms,renewalConditions,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,performanceTestRequirement,singleSelect,,10. Deal Terms,performanceTestRequirement,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,performanceMetricsUsed,multipleSelects,,10. Deal Terms,performanceMetricsUsed,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,performanceMetricsOther,singleLineText,,10. Deal Terms,performanceMetricsOther,No,Yes,No,No,—,No,Not an Explorer consumer field,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,curePeriodQty,singleLineText,,10. Deal Terms,curePeriodQty,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,curePeriodDuration,singleSelect,,10. Deal Terms,curePeriodDuration,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,qaComplianceRequirement,singleSelect,,10. Deal Terms,qaComplianceRequirement,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,pipAtRenewal,singleSelect,,10. Deal Terms,pipAtRenewal,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,pipForConversions,singleSelect,,10. Deal Terms,pipForConversions,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,mgmtFeeBasis,singleSelect,,10. Deal Terms,mgmtFeeBasis,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,mgmtFeeNotes,singleLineText,,10. Deal Terms,mgmtFeeNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveFeeBasis,singleSelect,,10. Deal Terms,incentiveFeeBasis,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveFeeNotes,singleLineText,,10. Deal Terms,incentiveFeeNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveExcessBasis,singleSelect,,10. Deal Terms,incentiveExcessBasis,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveExcessNotes,singleLineText,,10. Deal Terms,incentiveExcessNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,baseFeeEscalation,singleSelect,,10. Deal Terms,baseFeeEscalation,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,baseFeeEscalationHow,singleLineText,,10. Deal Terms,baseFeeEscalationHow,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,feeMinimumFloor,singleSelect,,10. Deal Terms,feeMinimumFloor,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,feeMinimumFloorBasis,singleSelect,,10. Deal Terms,feeMinimumFloorBasis,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,preOpeningFees,multipleSelects,,10. Deal Terms,preOpeningFees,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,preOpeningFeesNotes,multilineText,,10. Deal Terms,preOpeningFeesNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,centralServiceAllocations,singleSelect,,10. Deal Terms,centralServiceAllocations,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,centralServiceAllocationsNotes,multilineText,,10. Deal Terms,centralServiceAllocationsNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationRights,singleSelect,,10. Deal Terms,ownerEarlyTerminationRights,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationNotes,multilineText,,10. Deal Terms,ownerEarlyTerminationNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,terminationFeeStructure,singleSelect,,10. Deal Terms,terminationFeeStructure,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,terminationFeeStructureNotes,singleLineText,,10. Deal Terms,terminationFeeStructureNotes,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,performanceTerminationRights,singleSelect,,10. Deal Terms,performanceTerminationRights,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,keyMoneyCoInvestment,singleSelect,,10. Deal Terms,keyMoneyCoInvestment,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,capReimbursableExpenses,singleSelect,,10. Deal Terms,capReimbursableExpenses,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,auditRightsRequired,singleSelect,,10. Deal Terms,auditRightsRequired,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,portfolioGrowthRate,number,,5. Owner Value & Engagement,portfolioGrowthRate,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,minPropertySize,number,,5. Owner Value & Engagement,minPropertySize,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,maxPropertySize,number,,5. Owner Value & Engagement,maxPropertySize,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,revparImprovement,number,,5. Owner Value & Engagement,revparImprovement,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,occupancyImprovement,number,,5. Owner Value & Engagement,occupancyImprovement,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,noiImprovement,number,,5. Owner Value & Engagement,noiImprovement,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ownerRetention,number,,5. Owner Value & Engagement,ownerRetention,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,renewalRate,number,,5. Owner Value & Engagement,renewalRate,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,turnaroundCount,number,,5. Owner Value & Engagement,turnaroundCount,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,stabilizationTime,number,,5. Owner Value & Engagement,stabilizationTime,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,ov_q_touchpoints,number,,5. Owner Value & Engagement,ov_q_touchpoints,No,Yes,No,No,Legacy tab: Owner Engagement & Reporting | Tab: Owner Engagement & Reporting,Partial,Legacy Explorer tab: Owner Engagement & Reporting,No,No,No,Fully Covered,Low,UI + new-base writer (+ Explorer when consumer)
Operator Setup - Commercial Fit & Terms,ownerReferences,number,,5. Owner Value & Engagement,ownerReferences,No,No,Yes,No,—,No,Not an Explorer consumer field,No,No,No,Legacy Only,Medium,Phase B2 — extend new-base writer
Operator Setup - Commercial Fit & Terms,ownerSatisfactionScore,number,,5. Owner Value & Engagement,ownerSatisfactionScore,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealRoomCountMin,number,,9. Best Fit & Preferences,idealRoomCountMin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealRoomCountMax,number,,9. Best Fit & Preferences,idealRoomCountMax,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealProjectSizeMin,number,,9. Best Fit & Preferences,idealProjectSizeMin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,idealProjectSizeMax,number,,9. Best Fit & Preferences,idealProjectSizeMax,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,minLeadTimeMonths,number,,9. Best Fit & Preferences,minLeadTimeMonths,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,milestoneOperatorSelectionMinMonths,number,,9. Best Fit & Preferences,milestoneOperatorSelectionMinMonths,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,milestoneConstructionStartMinMonths,number,,9. Best Fit & Preferences,milestoneConstructionStartMinMonths,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,milestoneSoftOpeningMinMonths,number,,9. Best Fit & Preferences,milestoneSoftOpeningMinMonths,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,milestoneGrandOpeningMinMonths,number,,9. Best Fit & Preferences,milestoneGrandOpeningMinMonths,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,dealTermsOptIn,checkbox,,,,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Needs Decision,Medium,Product decision before UI/writer mapping
Operator Setup - Commercial Fit & Terms,mgmtFeeMin,number,,10. Deal Terms,mgmtFeeMin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,mgmtFeeMax,number,,10. Deal Terms,mgmtFeeMax,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
Operator Setup - Commercial Fit & Terms,incentiveFeeMin,number,,10. Deal Terms,incentiveFeeMin,No,No,No,No,—,No,Not an Explorer consumer field,No,No,No,Static Form Only,High,Phase Setup UI + B2 writer mapping
