Parent Company,Normalized Parent Company,Brand Name,Normalized Brand Name,Brand Family / Collection,Chain Scale / Positioning Tier,Service Model,Region / CALA Flag,Include in Brand Explorer,Brand Status,Brand Directory URL,Official Website,Alias Mapping Present?,Alias Count,Missing Key Fields,Recommended Parent Priority,Notes
Choice Hotels International,choice hotels,Ascend Hotel Collection,ascend hotel collection,Soft/Collection Brand,Upscale,Lifestyle / Boutique,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://choicehotels.com/ascend,https://choicehotels.com/ascend,yes,4,,1. Choice Hotels,
Hilton Worldwide,hilton worldwide,Motto by Hilton,motto by hilton,Endorsed Brand,Upper Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hilton.com,https://hilton.com,yes,1,,4. Hilton,
Radisson Hotel Group,radisson hotel group,Park Plaza,park plaza,Masterbrand,Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://radissonhotels.com,https://radissonhotels.com,yes,1,,8. Radisson / legacy Radisson,
InterContinental Hotels Group,intercontinental hotels group,Holiday Inn Express,holiday inn express,Masterbrand,Upper Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://ihg.com,https://ihg.com,yes,1,,2. IHG,
Sonesta International Hotels Corporation,sonesta international hotels corporation,Sonesta Simply Suites,sonesta simply suites,Masterbrand,Midscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://sonesta.com/sonesta-simply-suites,https://sonesta.com/sonesta-simply-suites,yes,1,,15. Other regional / independent operators,
Choice Hotels International,choice hotels,Radisson RED  (Choice),radisson red  (choice),Endorsed Brand,Upscale,Select-Service,CALA-relevant (Caribbean & Latin America; North America),yes (derived from Brand Status),Active,https://choicehotels.com/radisson-red,https://choicehotels.com/radisson-red,yes,4,,1. Choice Hotels,
Oetker Hotels,oetker hotels,Oetker Collection,oetker collection,Soft/Collection Brand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://oetkercollection.com,https://oetkercollection.com,yes,1,,15. Other regional / independent operators,
"Marriott International, Inc.",marriott international,Renaissance,renaissance,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://marriott.com,https://marriott.com,yes,1,,3. Marriott International,
AccorHotels,accorhotels,Art Series,art series,Masterbrand,Upscale,Lifestyle / Boutique,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://accor.com,https://accor.com,yes,1,,6. Accor,
"Marriott International, Inc.",marriott international,Marriott Hotels,marriott hotels,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://marriott.com,https://marriott.com,yes,1,,3. Marriott International,
AccorHotels,accorhotels,Grand Mercure,grand mercure,Masterbrand,Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://accor.com,https://accor.com,yes,1,,6. Accor,
Choice Hotels International,choice hotels,Park Plaza (Choice),park plaza (choice),Masterbrand,Upscale,Full-Service,CALA-relevant (Caribbean & Latin America; North America),yes (derived from Brand Status),Active,https://choicehotels.com/park-plaza,https://choicehotels.com/park-plaza,yes,2,,1. Choice Hotels,
InterContinental Hotels Group,intercontinental hotels group,avid hotels,avid hotels,Masterbrand,Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://ihg.com,https://ihg.com,yes,1,,2. IHG,
Wyndham Hotels & Resorts,wyndham hotels & resorts,Trademark Collection by Wyndham,trademark collection by wyndham,Endorsed Brand,Upper Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wyndham.com,https://wyndham.com,yes,1,,7. Wyndham,
InterContinental Hotels Group,intercontinental hotels group,Holiday Inn,holiday inn,Masterbrand,Upper Midscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://ihg.com,https://ihg.com,yes,1,,2. IHG,
"Marriott International, Inc.",marriott international,citizenM,citizenm,Masterbrand,Upscale,,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,3. Marriott International,
"Marriott International, Inc.",marriott international,Luxury Collection,luxury collection,Soft/Collection Brand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://marriott.com,https://marriott.com,yes,1,,3. Marriott International,
"Marriott International, Inc.",marriott international,Fairfield by Marriott,fairfield by marriott,Endorsed Brand,Upper Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://marriott.com,https://marriott.com,yes,1,,3. Marriott International,
Hyatt Hotels Corporation,hyatt hotels corporation,Hyatt Vivid,hyatt vivid,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hyatt.com,https://hyatt.com,yes,1,,5. Hyatt,
BWH Hotels,bwh hotels,SureStay Plus Hotel by Best Western,surestay plus hotel by best western,Endorsed Brand,Economy,,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,15. Other regional / independent operators,
Choice Hotels International,choice hotels,Clarion Pointe,clarion pointe,Endorsed Brand,Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://choicehotels.com/clarion-pointe,https://choicehotels.com/clarion-pointe,yes,2,,1. Choice Hotels,
"Marriott International, Inc.",marriott international,W Hotels,w hotels,Masterbrand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://marriott.com,https://marriott.com,yes,1,,3. Marriott International,
AccorHotels,accorhotels,21c Museum Hotel,21c museum hotel,Masterbrand,Luxury,Lifestyle / Boutique,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://21cmuseumhotels.com/,https://21cmuseumhotels.com/,yes,1,,6. Accor,
Hilton Worldwide,hilton worldwide,Tempo by Hilton,tempo by hilton,Endorsed Brand,Upscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hilton.com,https://hilton.com,yes,1,,4. Hilton,
Choice Hotels International,choice hotels,Everhome Suites,everhome suites,Masterbrand,Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://choicehotels.com/everhome-suites,https://choicehotels.com/everhome-suites,yes,1,,1. Choice Hotels,
Hilton Worldwide,hilton worldwide,NoMad,nomad,Masterbrand,Luxury,,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,4. Hilton,
Hyatt Hotels Corporation,hyatt hotels corporation,Hyatt Residence Club,hyatt residence club,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hyatt.com,https://hyatt.com,yes,1,,5. Hyatt,
Radisson Hotel Group,radisson hotel group,art'otel,art'otel,Masterbrand,Upper Upscale,Lifestyle / Boutique,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://radissonhotels.com,https://radissonhotels.com,yes,1,,8. Radisson / legacy Radisson,
AccorHotels,accorhotels,SLS,sls,Masterbrand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://accor.com,https://accor.com,yes,1,,6. Accor,
Wyndham Hotels & Resorts,wyndham hotels & resorts,Howard Johnson by Wyndham,howard johnson by wyndham,Endorsed Brand,Economy,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wyndham.com,https://wyndham.com,yes,1,,7. Wyndham,
AccorHotels,accorhotels,MGallery Collection,mgallery collection,Soft/Collection Brand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://accor.com,https://accor.com,yes,1,,6. Accor,
,(missing),The SocialTel,the socialtel,Masterbrand,Upper Upscale,Lifestyle / Boutique,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://socialtel.com,https://socialtel.com,yes,1,parent_company,15. Other regional / independent operators,
Hilton Worldwide,hilton worldwide,Hilton Garden Inn,hilton garden inn,Endorsed Brand,Upscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,4. Hilton,
"Marriott International, Inc.",marriott international,The Ritz-Carlton Reserve,the ritz-carlton reserve,Masterbrand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,3. Marriott International,
Choice Hotels International,choice hotels,WoodSpring Suites,woodspring suites,Masterbrand,Economy,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://woodspring.com,https://woodspring.com,yes,1,,1. Choice Hotels,
Wyndham Hotels & Resorts,wyndham hotels & resorts,Gala by Wyndham,gala by wyndham,Endorsed Brand,Upper Midscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wyndham.com,https://wyndham.com,yes,1,,7. Wyndham,
Choice Hotels International,choice hotels,Clarion,clarion,Masterbrand,Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://choicehotels.com/clarion,https://choicehotels.com/clarion,yes,4,,1. Choice Hotels,
Hilton Worldwide,hilton worldwide,Canopy by Hilton,canopy by hilton,Endorsed Brand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hilton.com,https://hilton.com,yes,1,,4. Hilton,
Hyatt Hotels Corporation,hyatt hotels corporation,Park Hyatt,park hyatt,Masterbrand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hyatt.com,https://hyatt.com,yes,1,,5. Hyatt,
AccorHotels,accorhotels,Swissotel,swissotel,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://accor.com,https://accor.com,yes,1,,6. Accor,
Hilton Worldwide,hilton worldwide,Hampton by Hilton,hampton by hilton,Endorsed Brand,Upper Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,4. Hilton,
BWH Hotels,bwh hotels,Executive Residency by Best Western,executive residency by best western,Endorsed Brand,Upper Midscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,15. Other regional / independent operators,
Sonesta International Hotels Corporation,sonesta international hotels corporation,Sonesta Hotels & Resorts,sonesta hotels & resorts,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://sonesta.com,https://sonesta.com,yes,1,,15. Other regional / independent operators,
Staycity Ltd,staycity ltd,Wilde Aparthotels,wilde aparthotels,Masterbrand,Upper Upscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wilde.com,https://wilde.com,yes,1,,15. Other regional / independent operators,
Leading Hotels of the World,leading hotels of the world,The Leading Hotels of the World,the leading hotels of the world,Soft/Collection Brand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://lhw.com,https://lhw.com,yes,1,,15. Other regional / independent operators,
Edyn Limited,edyn limited,SACO,saco,Masterbrand,Upscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://sacoapartments.com/en,https://sacoapartments.com/en,yes,1,,15. Other regional / independent operators,
"Marriott International, Inc.",marriott international,City Express by Marriott,city express by marriott,Endorsed Brand,Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://marriott.com,https://marriott.com,yes,3,,3. Marriott International,
Hyatt Hotels Corporation,hyatt hotels corporation,Hyatt House,hyatt house,Masterbrand,Upscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://hyatt.com,https://hyatt.com,yes,1,,5. Hyatt,
Wyndham Hotels & Resorts,wyndham hotels & resorts,AmericInn by Wyndham,americinn by wyndham,Endorsed Brand,Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wyndham.com,https://wyndham.com,yes,1,,7. Wyndham,
AccorHotels,accorhotels,Our Habitas,our habitas,Masterbrand,Luxury,Lifestyle / Boutique,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://accor.com,https://accor.com,yes,1,,6. Accor,
InterContinental Hotels Group,intercontinental hotels group,Even Hotels,even hotels,Masterbrand,Upscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://ihg.com,https://ihg.com,yes,1,,2. IHG,
Sonesta International Hotels Corporation,sonesta international hotels corporation,Signature Inn & Suites,signature inn & suites,Masterbrand,Upper Upscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,15. Other regional / independent operators,
"Marriott International, Inc.",marriott international,Marriott Conference Center,marriott conference center,Masterbrand,Upper Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://marriott.com,https://marriott.com,yes,1,,3. Marriott International,
InterContinental Hotels Group,intercontinental hotels group,Voco Hotels,voco hotels,Masterbrand,Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://ihg.com,https://ihg.com,yes,1,,2. IHG,
BWH Hotels,bwh hotels,BW Premier Collection,bw premier collection,Soft/Collection Brand,Upscale,,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,15. Other regional / independent operators,
Hilton Worldwide,hilton worldwide,AutoCamp,autocamp,Masterbrand,"AutoCamp positions itself as “Nature’s Boutique Hotel,” bringing boutique-style design and service to outdoor destinations. The experience combines immersive nature stays with modern comfort in thoughtfully designed accommodations near iconic places.",,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,,,yes,1,website_or_directory_url,4. Hilton,
Preferred Hotels & Resorts,preferred hotels & resorts,Preferred Hotels & Resorts,preferred hotels & resorts,Soft/Collection Brand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://preferredhotels.com,https://preferredhotels.com,yes,1,,15. Other regional / independent operators,
AccorHotels,accorhotels,Sofitel Legend,sofitel legend,Masterbrand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://fourseasons.com,https://fourseasons.com,yes,1,,6. Accor,
Choice Hotels International,choice hotels,MainStay Suites,mainstay suites,Masterbrand,Midscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),yes (derived from Brand Status),Active,https://choicehotels.com/mainstay,https://choicehotels.com/mainstay,yes,1,,1. Choice Hotels,
Radisson Hotel Group,radisson hotel group,Park Inn by Radisson,park inn by radisson,Endorsed Brand,Upper Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://radissonhotels.com,https://radissonhotels.com,yes,1,,8. Radisson / legacy Radisson,
Wyndham Hotels & Resorts,wyndham hotels & resorts,Hawthorn Suites by Wyndham,hawthorn suites by wyndham,Endorsed Brand,Midscale,Extended Stay,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wyndham.com,https://wyndham.com,yes,1,,7. Wyndham,
Choice Hotels International,choice hotels,Radisson (Choice),radisson (choice),Masterbrand,Upscale,Full-Service,CALA-relevant (Caribbean & Latin America; North America),yes (derived from Brand Status),Active,https://choicehotels.com/radisson,https://choicehotels.com/radisson,yes,4,,1. Choice Hotels,
Coast Hotels Limited,coast hotels limited,Coast Hotels,coast hotels,Soft/Collection Brand,Upscale,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://coasthotels.com,https://coasthotels.com,yes,1,,15. Other regional / independent operators,
Hyatt Hotels Corporation,hyatt hotels corporation,Alila,alila,Masterbrand,Luxury,Full-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://alilahotels.com/,https://alilahotels.com/,yes,1,,5. Hyatt,
Wyndham Hotels & Resorts,wyndham hotels & resorts,Wingate by Wyndham,wingate by wyndham,Endorsed Brand,Midscale,Select-Service,CALA-relevant (North America; Caribbean & Latin America; Europe; Middle East & Africa; Asia Pacific),no (derived from Brand Status),Draft,https://wyndham.com,https://wyndham.com,yes,1,,7. Wyndham,
