airtable_table_name,airtable_table_id,airtable_field_name,airtable_field_id,airtable_field_type,select_options,read_by_code_current,written_by_code_current,appears_in_ui_current,appears_in_snapshot_current,appears_in_scoring_current,classification,evidence_current_source,evidence_prior_report,conflict_prior_vs_current,confirmation_status
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscaleExistingProperties,fldBWmNpoTsFKnceM,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscaleExistingRooms,fldpCJ4WCtZqnKWsk,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscalePipelineProperties,fldNmHfAhZXdtEKJT,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscalePipelineRooms,fldc1bUvSMzbCkBKI,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscaleProperties,fldzjQK3J7YlYbYWR,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscaleRooms,fldIpxB5oQDGHNhES,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,midscaleAvgStaff,fldd1ZmG6zgyLA00t,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyExistingProperties,fldVJcSjqL4kS7SLj,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyExistingRooms,fldZzKvKwfCeuZhTa,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyPipelineProperties,fldizU5eq7gjBcgP0,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyPipelineRooms,fldZTNNVekqana0dL,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyProperties,fldBuWBegI6FGxmsP,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyRooms,flduPWaTC6BV0U2bH,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,economyAvgStaff,fldltgx4rw4Jc091j,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,totalProperties,fldj9JqN20zMYDXTm,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,totalRooms,fldjlBwUgQBSizmLD,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,chainScale,fldF3HXBaS3ZgqOsH,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,newBuildExperience,fld2NCqBIQ102RcrH,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,conversionExperience,fld1FZNIaSEP6bdaQ,number,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,turnaroundExperience,fldf5ybzlm5cqs5kM,number,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,preOpeningExperience,fldkF7kfW5DGtv0v6,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,preOpeningRampLeadTimeMonths,fld2P5OgiGNgGS2yr,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,transitionExperience,fldCtm3q3MxJil43C,number,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,stabilizedExperience,fld22WjIxtpfT9Wcm,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,renovationExperience,fldp5lK6cZdTVhXmX,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,locationTypeUrban,fldc2uagMkDhfiZft,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,locationTypeSuburban,fldFYLoBIWwschrhw,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,locationTypeSmallMetro,fldgXByrtGdvWRGXm,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,locationTypeInterstate,fld2SKaCoiBklmSTE,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,locationTypeTotal,fldqdtP41EZ4hJboQ,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,exitsDeflaggings,fldwlQVdPLqMCyN0i,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,marketDepthOptIn,fldNRgjzMPIQjTFI5,checkbox,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,mkt_narrative_depth,fldhT6Vfd7ySzF20x,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,mkt_signal_years,fldAEASNNZpRco6pU,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,mkt_signal_gateway,fldMhHFP6Eu8PLxY4,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,mkt_signal_mix,fldkD2jm7fprKbTkH,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,Brands Portfolio Detail,fldhTLxlqjlFc0ydu,multilineText,,Yes,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,Active Countries,fld2oxpnVa5mDO663,multipleSelects,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,Active Markets / Cities,fldtwk5SQB7o7ri4B,multipleSelects,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,Market Presence Type,fldQzXxFxynD187gN,multipleSelects,,No/Unclear,Yes/Partial,No/Unclear,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,op_commercial_engine_json,fldAqav6fYYsgkn0F,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,op_owner_reporting_json,fld4nimIPj3eLMkY2,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,op_preopening_transition_json,fldWZJbZiqwQSSfdy,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,op_conversion_repositioning_json,fldNEDDhjj5dfyQHs,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,op_fb_lifestyle_resort_json,fldxrdwp5upOcux2M,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,mkt_regional_expertise_json,fldwS6JsM98gwQfMY,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
Operator Setup - Platform & Markets,tblJ9uTS6vzCZ5248,mkt_market_fit_signals_json,fldx9sO9rOCkIfbB4,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,company_name,fldyydqcm8KLkHMwg,singleLineText,,Yes,Yes/Partial,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_kpi_reporting,fldeI4JL9sFQck0R8,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,Operator,fld4rrB5IgVHhm2Ab,multipleRecordLinks,,Yes,Yes/Partial,Yes,Yes/Partial,Yes/Partial,System/link/derived,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_kpi_revenue,fld8MbtqPtKdRrOw7,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_kpi_exec,fldIm38m2XX3SnLkT,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_kpi_tools,fld8K8sEoXB5izPVz,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_asset_management_reporting,fldaCElZD5wqVLhJx,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_systems_technology,fldFpW4YVjB9U0itc,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,systems_inventory_lines,fldrItKI4LyRzCEGe,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_signal_uptime,fld0btkUTN9KunSEr,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_signal_incident,fld0SznpMXUon8HGL,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_signal_adoption,fldKxacwOLlcHpfCZ,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,infra_signal_refresh,fldc4T3RsF4mKtJ64,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,primaryPMS,fldcTxEdbe6hGhkT1,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,revenueManagementSystem,flde7gHAk8UbhaCzQ,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,accountingSystem,fldWElInHsirquttj,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,guestCommunication,fld57HcXglCfpDmGe,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,mobileCheckin,fldJ3XswU63xM8cga,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,ownerPortal,fldyoAZRkuymFMj6s,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,analyticsPlatform,fld3mLiIObmXOwf8U,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,apiIntegrations,fldSAunpSCdyzKXRw,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,serviceDifferentiators,fldNxvspWSlzpn69G,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,risk_programs_narrative,fldRyfK3o8N3btwDz,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,risk_signal_audit,fldSphkrMtVGTB8ur,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,risk_signal_bcp,fldJn1tQeFekdjVHV,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,risk_signal_control,fldNgA5k1tIiaTHCY,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,risk_signal_insurance,fldFcNNx47bVDzXFW,singleSelect,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,totalEmployees,fldtfn6D8BpF9e1Mk,number,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,avgExperience,fld8iUvBeYjrnCVsx,number,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,regionalTeams,fldnWirqF3nzhuHdz,number,,Yes,Yes/Partial,Yes,No/Unclear,Yes/Partial,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,mkt_signal_fte,fldIHAlih42K8IPeP,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,certifications,fldW2aw6NztTEq0Oe,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,Possible prior-vs-current conflict,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_narrative_model,fldWJwHpPSy1CYu6x,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_narrative_resilience,fldm1QCyJ3yWaMnKs,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_narrative_functional,fldxcvhRIgBn7KmvN,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_narrative_regional,fldu524y4titTVhVW,multilineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_functions_selected,fldiHO55GLJQ5OJUu,multipleSelects,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_kpi_functions,fld5PuSitP0lwtzeg,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
"Operator Setup - Governance, Delivery & Diligence",tblygTlNhFqyhU1Wu,lead_signal_tenure,fldp8HVcVm9uaD7NU,singleLineText,,Yes,Yes/Partial,Yes,No/Unclear,No/Unclear,Needs Review,Live Airtable meta + current repo scan,operator-setup-to-explorer-field-mapping-audit.csv,,Partially Confirmed (schema + code scans)
